nom_projet;arrond;date_fin_t;ope_statut;ope_type;ind_arb_plant;st_area_shape;geo_shape
202300826857 Pixérécourt_rue - Rue Jardin;20;2025-03-28T01:00:00+00:00;Réalisé;Aménagement urbain;25.0;1185.0768958920073;"{""coordinates"": [[[2.396182353394679, 48.872599994660874], [2.3960808627405266, 48.872660956646996], [2.3960904371900122, 48.87266874552107], [2.396095833078154, 48.87267970145265], [2.3961504344807425, 48.87280781904955], [2.3961523706836245, 48.872819440118654], [2.396150510179921, 48.87283104203467], [2.396070731682197, 48.87308825915136], [2.3961740600599803, 48.873106994634746], [2.3961968134957723, 48.87307956011809], [2.396219086046144, 48.87306373446995], [2.396248230533765, 48.87305067655393], [2.3962908267158403, 48.87303836906876], [2.3963502749832055, 48.87303138337479], [2.396398551349298, 48.873035269122354], [2.3965087292428304, 48.87305859308285], [2.3965762800560597, 48.873067130157764], [2.396641260139322, 48.873059261180394], [2.396691117960533, 48.87304585159895], [2.3967341565045674, 48.87302512212631], [2.396990050870952, 48.872864303870315], [2.3970177982572047, 48.87285260391692], [2.3970595306670512, 48.87282549326664], [2.396989513308349, 48.872791443421306], [2.3969024880907774, 48.87279555921574], [2.3966646256838637, 48.87294918177961], [2.396614694098465, 48.87296896635674], [2.3965677143853092, 48.87297237183681], [2.396384483117771, 48.87293866278499], [2.3963377778262953, 48.87291839099588], [2.3963090503374804, 48.87289547857974], [2.3962845594893647, 48.87286439099394], [2.396182353394679, 48.872599994660874]]], ""type"": ""Polygon""}"
202100538032 EVQ1-12-Placette Dubrunfaut;12;2022-11-15T01:00:00+00:00;Réalisé;Aménagement urbain;7.0;1986.3857077968;"{""coordinates"": [[[2.390010108716273, 48.839525800326754], [2.3901400298404565, 48.83950642589422], [2.3901188713312234, 48.83942799442089], [2.390177029846478, 48.8394100761547], [2.3904159363212063, 48.83950965432717], [2.390499523616289, 48.83944086359394], [2.3905190739547115, 48.83942092633046], [2.3902225420138956, 48.839293732908956], [2.3902603514006744, 48.83912816967089], [2.3901334898315802, 48.839122058429744], [2.3901761777225365, 48.83901116529629], [2.389713178061303, 48.83896144541744], [2.3896924119501586, 48.83908520139673], [2.3897344488661467, 48.83926574330722], [2.3898936774755404, 48.83933577131193], [2.3899769117228464, 48.83953291676678], [2.390010108716273, 48.839525800326754]]], ""type"": ""Polygon""}"
202200701812 Rue Belhomme (aménagement);18;2025-03-31T02:00:00+00:00;Réalisé;Aménagement urbain;17.0;986.4033188622709;"{""coordinates"": [[[2.348648535613157, 48.88460624669833], [2.3488047104241927, 48.88456570101866], [2.3483749277124315, 48.883798364606186], [2.348246826764242, 48.88380263523358], [2.348648535613157, 48.88460624669833]]], ""type"": ""Polygon""}"
202200656625 Rue de Suez (aménagement);18;2022-08-12T02:00:00+00:00;Réalisé;Aménagement urbain;8.0;497.77156882092754;"{""coordinates"": [[[[2.351231172814074, 48.887272061567145], [2.351218449568496, 48.88729567188831], [2.352670247484474, 48.88758505189232], [2.3526803606945066, 48.88756313603515], [2.351231172814074, 48.887272061567145]]], [[[2.3513651700840468, 48.887254915224396], [2.351358418125847, 48.88727036054921], [2.3528458332291686, 48.887569153060156], [2.3528465628562114, 48.88756596889336], [2.3528374290450453, 48.88755089358932], [2.3513651700840468, 48.887254915224396]]]], ""type"": ""MultiPolygon""}"
202100539603 OLY - Place de  la Porte de Saint Cloud;16;2023-12-29T01:00:00+00:00;Réalisé;Aménagement urbain;9.0;16088.430809265052;"{""coordinates"": [[[2.2567214750524633, 48.83859398707178], [2.2567517215635413, 48.83864704568725], [2.2570774075191427, 48.83863713059493], [2.257124906694196, 48.83856750006839], [2.257300557894634, 48.83857029602157], [2.2574745722014704, 48.83850656735992], [2.257514150269, 48.83844882581215], [2.2577006345660626, 48.838235090051114], [2.25781971610838, 48.838218774112406], [2.257930915031338, 48.83803015355577], [2.257871593708458, 48.83802296376279], [2.2578478617097937, 48.83769365398858], [2.2578908472410566, 48.83757794705687], [2.2577218008868196, 48.837474568045096], [2.257403037578667, 48.83736173151079], [2.257006604507208, 48.837260350902135], [2.256929857179186, 48.837207003417866], [2.2565719873765175, 48.83730028809371], [2.256383696018159, 48.837459434201264], [2.256136524144976, 48.837761477259114], [2.256018180278837, 48.838088197715365], [2.256145894954178, 48.83837210555548], [2.2564893526544267, 48.83856525654152], [2.2567214750524633, 48.83859398707178]]], ""type"": ""Polygon""}"
202200728584 EVQ - Mirbel (Aménagement);5;2024-06-30T02:00:00+00:00;Réalisé;Aménagement urbain;6.0;1059.2640414097539;"{""coordinates"": [[[2.3522458071108705, 48.84087899448945], [2.3522973769716247, 48.84085389997208], [2.3523075762374543, 48.84082598587796], [2.3526901130795848, 48.840735024475656], [2.352759858163805, 48.84075297003597], [2.3528033990901327, 48.84073889763151], [2.3526278487518897, 48.840510261132415], [2.3526050584958793, 48.84052119367792], [2.3525907038168845, 48.8405659978562], [2.3524018939691786, 48.84061181563624], [2.3519750794720315, 48.840697328054986], [2.3522458071108705, 48.84087899448945]]], ""type"": ""Polygon""}"
202300834448 EVQ - Place Saint Thomas d'Aquin;7;2024-02-02T01:00:00+00:00;Réalisé;Aménagement urbain;4.0;1931.5742508835065;"{""coordinates"": [[[[2.326954301774106, 48.85564613865936], [2.3267821277706155, 48.85572622531962], [2.3268844053622297, 48.855781673002916], [2.32690527485153, 48.85579545068867], [2.327150120721699, 48.85603293694748], [2.3271230385728847, 48.856045989876336], [2.327097932440434, 48.85606634047708], [2.327085879200443, 48.85609131790555], [2.3270902150839143, 48.85612959271156], [2.326634277629555, 48.85632693446944], [2.326655439095329, 48.856344813088874], [2.3267217905839943, 48.85639026834416], [2.326776192017288, 48.856399226206825], [2.3271488186091607, 48.85624057695753], [2.3271977240262096, 48.85624768253461], [2.3272508465204234, 48.85630216997323], [2.327292466752894, 48.856285555466535], [2.3272836377156843, 48.85627457688388], [2.3273462518063797, 48.85623531233961], [2.327489900685697, 48.85617327830241], [2.32754547936759, 48.85614444708764], [2.327587336503715, 48.85616289691825], [2.3276269275154626, 48.856143083581316], [2.3275354910448365, 48.85606288071167], [2.3275535207435087, 48.856056151439965], [2.3275139571567314, 48.856020410014935], [2.327498009348307, 48.85602623993572], [2.3274310856039335, 48.85597167502177], [2.327380889411748, 48.85595773168748], [2.3273201545195805, 48.85595830132189], [2.3272765702558793, 48.85596670808714], [2.3270312517052405, 48.85572580546721], [2.327030832648092, 48.855704856249886], [2.326954301774106, 48.85564613865936]]], [[[2.311146048230843, 48.85271512494047], [2.3111190012676195, 48.85272544315068], [2.3112864808887643, 48.85289717110977], [2.3113156353759075, 48.852884132743334], [2.311146048230843, 48.85271512494047]]]], ""type"": ""MultiPolygon""}"
202300832116 rue de chateaudun;9;2024-06-28T02:00:00+00:00;Réalisé;;16.0;12374.104028783708;"{""coordinates"": [[[2.3396145974307117, 48.87608281605233], [2.342792741260304, 48.875881733540346], [2.3439424997165172, 48.87580061130588], [2.3436982155728705, 48.875464127319354], [2.33955280835492, 48.875729115899425], [2.3396145974307117, 48.87608281605233]]], ""type"": ""Polygon""}"
202200701245 Rue Joseph Sansboeuf (aménagement);8;2024-07-26T02:00:00+00:00;Réalisé;Aménagement urbain;5.0;738.8549739253832;"{""coordinates"": [[[2.3228799142897043, 48.87573220037775], [2.323012948139054, 48.87569470214135], [2.323010867028311, 48.87521747251419], [2.3228232496135095, 48.8752054834464], [2.322843900628729, 48.87574110336371], [2.3228799142897043, 48.87573220037775]]], ""type"": ""Polygon""}"
Renaturation du square Sainte-Hélène;18;2024-03-31T01:00:00+00:00;Réalisé;Nouvelle surface d’espaces verts;2.0;1305.900955334404;"{""coordinates"": [[[2.342949579093316, 48.89646525529783], [2.343429809011277, 48.89633083191953], [2.343251447514258, 48.89605145780869], [2.342760375261742, 48.896187248211504], [2.342949579093316, 48.89646525529783]]], ""type"": ""Polygon""}"
ARB - TALUS BP 06-03;14;2025-03-19T01:00:00+00:00;Réalisé;Arbre;20.0;348.11671424220384;"{""coordinates"": [[[2.3096498514855215, 48.82373593269941], [2.3092548560049764, 48.82382452167085], [2.309538978214985, 48.82390369190315], [2.3097733244855005, 48.82380924623428], [2.3096498514855215, 48.82373593269941]]], ""type"": ""Polygon""}"
ARB - TALUS BP16-05 Pte Maillot;16;2023-03-30T02:00:00+00:00;Réalisé;Arbre;65.0;468.0566178739007;"{""coordinates"": [[[2.2781590690182707, 48.875906298714305], [2.279116752786975, 48.87653874144713], [2.279162517128122, 48.87651216626902], [2.2782042149347146, 48.875873380691125], [2.2781590690182707, 48.875906298714305]]], ""type"": ""Polygon""}"
DFA - Restaurant du plateau de Gravelle - végétalisation;12;2024-07-26T02:00:00+00:00;Réalisé;Végétalisation de l’espace public;14.0;1611.787779941235;"{""coordinates"": [[[2.4437850987488687, 48.8203099899358], [2.444261049094238, 48.820283647838366], [2.4442940354464033, 48.8198935472008], [2.4438040818695486, 48.81988175114092], [2.4437850987488687, 48.8203099899358]]], ""type"": ""Polygon""}"
Promenade Maurice Boitel - réaménagement chemin;12;2021-03-31T02:00:00+00:00;Réalisé;Arbre;450.0;6057.9182737415595;"{""coordinates"": [[[2.4095779621522495, 48.831253302916984], [2.4097361664194015, 48.83128739723357], [2.4098509059647397, 48.831340314666825], [2.4107703884967178, 48.83098791116794], [2.4113288056921616, 48.830690833722905], [2.411735524006012, 48.83042156337009], [2.412076989750863, 48.83018528429789], [2.41186128421976, 48.83013663192753], [2.4112244457885943, 48.83035717921923], [2.4104560257433514, 48.83073888596099], [2.4101224577053975, 48.83091333006201], [2.4095779621522495, 48.831253302916984]]], ""type"": ""Polygon""}"
COURS OASIS EE Littré 6;6;2023-09-02T02:00:00+00:00;Réalisé;Végétalisation de l’espace public;1.0;2590.3496557331528;"{""coordinates"": [[[2.3231547511345085, 48.84570420362961], [2.323740810281254, 48.84573721212059], [2.3237974678977604, 48.84558987500223], [2.3235985122908485, 48.84553356629496], [2.3235574391579745, 48.844748951782705], [2.3233875318720973, 48.84476628130897], [2.3234552652171194, 48.845124850208315], [2.3232609308160046, 48.84510046205533], [2.3232622855442813, 48.84538198476302], [2.323147691222012, 48.84540015205522], [2.3231547511345085, 48.84570420362961]]], ""type"": ""Polygon""}"
ARB - TALUS BP 09-12;15;2025-03-19T01:00:00+00:00;Réalisé;Arbre;11.0;517.0553637376651;"{""coordinates"": [[[2.2716783794424935, 48.83514715864991], [2.2722016668589875, 48.8350798984268], [2.2721487127506057, 48.835018119106046], [2.2714820698573415, 48.83500794570313], [2.2716783794424935, 48.83514715864991]]], ""type"": ""Polygon""}"
Replantations Alignement 2022-2023 - 13e ardt;13;2023-03-31T02:00:00+00:00;Réalisé;Arbre;175.0;124.42223832068939;"{""coordinates"": [[[2.3538845418542116, 48.83296706524087], [2.353968410061943, 48.833107319045915], [2.3541008314446805, 48.832965258341744], [2.3538845418542116, 48.83296706524087]]], ""type"": ""Polygon""}"
Replantations écoles et crèches 2022-2023 - 13e ardt;13;2023-03-30T02:00:00+00:00;Réalisé;Arbre;11.0;94.17825147840979;"{""coordinates"": [[[2.353629622131632, 48.8328139884111], [2.3537136737780333, 48.83293937142629], [2.3538143375135947, 48.83281498651158], [2.353629622131632, 48.8328139884111]]], ""type"": ""Polygon""}"
Replantations Alignement 2023-2024 - 10e ardt;10;2024-04-09T02:00:00+00:00;Réalisé;Arbre;41.0;32.72463372236983;"{""coordinates"": [[[2.3579578911989905, 48.87192633522356], [2.358010692881068, 48.87185666070989], [2.357895992638077, 48.87185604547357], [2.3579578911989905, 48.87192633522356]]], ""type"": ""Polygon""}"
Bilan arbres du privé dans l'ardt - mai 2024;16;2024-05-02T02:00:00+00:00;Réalisé;Arbre;281.0;171.82817448685003;"{""coordinates"": [[[2.276452590213236, 48.86380243731442], [2.276645943948362, 48.86379818572928], [2.2766384156499355, 48.863691061478384], [2.276458182468575, 48.86368402275393], [2.276452590213236, 48.86380243731442]]], ""type"": ""Polygon""}"
Bilan arbres du privé dans l'ardt - mai 2024;19;2024-05-01T02:00:00+00:00;Réalisé;Arbre;255.0;203.709633336541;"{""coordinates"": [[[2.3817365165365905, 48.88288924433764], [2.3819528373510828, 48.88290225842403], [2.381957099966187, 48.882791386203095], [2.381739243260401, 48.88277052475444], [2.3817365165365905, 48.88288924433764]]], ""type"": ""Polygon""}"
Replantations jardins 2021-2022 - 05e ardt;5;2022-03-31T02:00:00+00:00;Réalisé;Arbre;13.0;312.5618783659561;"{""coordinates"": [[[2.3431575046327313, 48.8451980709801], [2.3431731379043352, 48.84519690173443], [2.3431883306340358, 48.845193035563106], [2.3432026211984285, 48.84518658993778], [2.343215575385946, 48.845177760705525], [2.343226799590155, 48.84516681613809], [2.3432359527692914, 48.84515408878062], [2.343242756808638, 48.84513996534743], [2.343247004970903, 48.84512487497189], [2.3432485681778252, 48.84510927616743], [2.3432473989321534, 48.845093642895826], [2.3432435327608254, 48.84507845016613], [2.3432370871355013, 48.84506415960173], [2.343228257903244, 48.845051205414215], [2.3432173133358085, 48.84503998121001], [2.343204585978338, 48.84503082803087], [2.3431904625451487, 48.84502402399152], [2.3431753721696116, 48.84501977582926], [2.343159773365151, 48.845018212622335], [2.343144140093547, 48.845019381868006], [2.3431289473638466, 48.84502324803933], [2.343114656799454, 48.84502969366466], [2.3431017026119365, 48.845038522896914], [2.3430904784077273, 48.84504946746435], [2.343081325228591, 48.84506219482182], [2.3430745211892443, 48.84507631825501], [2.3430702730269792, 48.84509140863055], [2.343068709820057, 48.84510700743501], [2.343069879065729, 48.84512264070661], [2.343073745237057, 48.84513783343631], [2.343080190862381, 48.845152124000705], [2.3430890200946384, 48.845165078188224], [2.343099964662074, 48.84517630239243], [2.3431126920195444, 48.84518545557157], [2.3431268154527336, 48.84519225961092], [2.3431419058282708, 48.84519650777318], [2.3431575046327313, 48.8451980709801]]], ""type"": ""Polygon""}"
Replantations jardins 2021-2022 - Paris Centre;3;2022-03-31T02:00:00+00:00;Réalisé;Arbre;39.0;312.5634453859498;"{""coordinates"": [[[2.3626552817554307, 48.86345083279349], [2.3626709143353124, 48.86344965766266], [2.3626861053618526, 48.863445785815706], [2.3627003932633968, 48.863439334896725], [2.362713343909287, 48.86343050091364], [2.3627245638007013, 48.86341955228254], [2.362733712026916, 48.86340682167205], [2.362740510623707, 48.863392695895335], [2.362744753019151, 48.86337760415696], [2.36274631031021, 48.863362005011766], [2.3627451351793822, 48.863346372431884], [2.3627412633324236, 48.86333118140534], [2.3627348124134446, 48.8633168935038], [2.362725978430354, 48.86330394285791], [2.3627150297992583, 48.8632927229665], [2.3627022991887725, 48.86328357474028], [2.3626881734120544, 48.86327677614349], [2.3626730816736816, 48.863272533748045], [2.362657482528488, 48.86327097645699], [2.362641849948606, 48.863272151587815], [2.362626658922066, 48.86327602343477], [2.362612371020522, 48.86328247435375], [2.3625994203746314, 48.86329130833684], [2.3625882004832173, 48.86330225696794], [2.3625790522570025, 48.86331498757843], [2.3625722536602116, 48.86332911335514], [2.3625680112647673, 48.86334420509352], [2.3625664539737086, 48.86335980423871], [2.3625676291045363, 48.86337543681859], [2.362571500951495, 48.863390627845135], [2.362577951870474, 48.86340491574668], [2.3625867858535647, 48.86341786639257], [2.3625977344846603, 48.86342908628398], [2.362610465095146, 48.8634382345102], [2.362624590871864, 48.863445033106984], [2.362639682610237, 48.86344927550243], [2.3626552817554307, 48.86345083279349]]], ""type"": ""Polygon""}"
ARB - ZAC Clichy Batignolles - Parc Martin Luther King 2e tranche - phase 2 - partie centrale;17;2020-08-12T02:00:00+00:00;Réalisé;;250.0;1149.623818080399;"{""coordinates"": [[[2.3123005056001533, 48.891218187556184], [2.3122689483951264, 48.89124242429001], [2.312242075224717, 48.891271768951675], [2.312220701327553, 48.89130533132609], [2.312205475113417, 48.8913420932474], [2.3121968584927477, 48.89138093948666], [2.312195112863879, 48.8914206915839], [2.312200291183127, 48.89146014359863], [2.3122122363582767, 48.89149809869376], [2.3122305860142127, 48.89153340544358], [2.312254783486125, 48.89156499276396], [2.3122840947067833, 48.891591902405345], [2.3123176304755857, 48.8916133180227], [2.312354373433817, 48.8916285899406], [2.312393208927776, 48.89163725486211], [2.3124329588235, 48.891639049923626], [2.3124724172472515, 48.8916339206692], [2.3125103871675403, 48.8916220227026], [2.3125457167089003, 48.891603716966806], [2.312577334095789, 48.89157955879423], [2.3126042801665334, 48.8915502810599], [2.312625737470963, 48.89151677194857], [2.312641055069009, 48.89148004801024], [2.3126497682779625, 48.89144122332163], [2.312651612769336, 48.8914014756889], [2.312646532587669, 48.89136201091714], [2.312634681848024, 48.891324026230414], [2.3126164200606696, 48.891288673952154], [2.312592301224789, 48.89125702654765], [2.312563057022069, 48.89123004408921], [2.31252957462002, 48.891208545130894], [2.312492869758395, 48.89119318187639], [2.312454055935176, 48.891184420393465], [2.3124143106269113, 48.891182526475085], [2.312374839568171, 48.89118755757614], [2.3123368401737476, 48.891199361070505], [2.3123005056001533, 48.891218187556184]]], ""type"": ""Polygon""}"
